,id,ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,central_air,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,saleprice,total_bldg_sqft,bldg_age,total_baths,total_porch
669,1741,20,RL,7697.0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,462.0,TA,TA,Y,0.0,173500.0,2504.0,0,2,0.0
670,2735,20,RL,7800.0,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,No,GLQ,Unf,GasA,1,3,1,Ex,8,Typ,0,Unf,1,230.0,TA,TA,Y,103.0,225000.0,2904.0,58,4,0.0
671,1888,20,RL,14357.0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,LwQ,GasA,1,2,1,TA,6,Typ,1,RFn,2,440.0,TA,TA,Y,128.0,140500.0,2051.0,46,2,0.0
672,2121,20,RL,8775.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,1,299.0,TA,TA,Y,0.0,126000.0,1980.0,13,1,64.0
673,1176,160,FV,2645.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,Unf,2,480.0,TA,TA,Y,169.0,170000.0,2546.0,9,3,0.0
674,2773,20,RL,13568.0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,576.0,TA,TA,Y,224.0,156000.0,1980.0,11,1,0.0
675,2619,20,RL,16321.0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Gd,BLQ,Unf,GasA,1,2,1,TA,6,Typ,2,RFn,1,319.0,TA,TA,Y,288.0,207500.0,3084.0,49,2,258.0
676,1796,60,FV,8640.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,8,Typ,0,Fin,2,590.0,TA,TA,Y,184.0,255000.0,2688.0,0,2,96.0
677,1598,180,RM,1596.0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,1,1,TA,4,Typ,1,RFn,1,297.0,TA,TA,Y,0.0,94900.0,1450.0,35,2,221.0
678,1965,20,RL,7315.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,3,1,TA,6,Typ,1,RFn,1,338.0,TA,TA,Y,0.0,140000.0,2340.0,49,1,225.0
679,2651,70,RM,7614.0,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,Mn,Unf,Unf,GasA,1,2,1,TA,7,Typ,0,Unf,1,216.0,TA,TA,N,0.0,96900.0,2114.0,101,1,329.0
680,609,20,RL,11000.0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,Mn,BLQ,Rec,GasA,1,3,1,TA,6,Typ,1,RFn,2,480.0,TA,TA,Y,0.0,154000.0,2308.0,43,1,58.0
681,1990,70,RM,10337.0,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,No,Unf,Unf,GasA,0,3,1,Gd,7,Typ,0,Unf,2,816.0,TA,TA,Y,0.0,184900.0,2497.0,97,2,0.0
683,2877,30,RM,8765.0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,ALQ,Unf,GasA,0,2,1,TA,6,Typ,0,Unf,1,327.0,TA,TA,Y,0.0,106500.0,1902.0,70,1,28.0
686,759,50,RM,5160.0,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,TA,4,Typ,0,Unf,1,384.0,Fa,TA,Y,0.0,135000.0,2870.0,82,1,148.0
687,2474,20,RL,13072.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,484.0,TA,TA,Y,0.0,142500.0,2282.0,1,1,0.0
688,1193,60,RL,8814.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,4,1,TA,7,Typ,0,Unf,2,470.0,TA,TA,Y,0.0,141000.0,2196.0,40,1,40.0
690,2048,190,RL,4484.0,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,0,2,1,TA,4,Typ,0,Unf,1,240.0,TA,TA,Y,0.0,108500.0,1954.0,65,2,88.0
691,2483,60,RL,9019.0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Fin,2,472.0,TA,TA,Y,0.0,150000.0,1956.0,12,2,40.0
693,1111,20,RL,11932.0,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,3,830.0,TA,TA,Y,0.0,235128.0,3160.0,1,2,24.0
694,2072,20,RL,115149.0,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,2,1,Gd,5,Typ,2,Unf,2,739.0,TA,TA,Y,380.0,302000.0,3467.0,36,3,48.0
695,1450,20,RL,14330.0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,ALQ,GasA,1,2,1,TA,5,Min2,0,Fin,2,440.0,TA,TA,Y,140.0,163000.0,2422.0,33,3,466.0
697,413,160,RL,2308.0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,Rec,GasA,1,3,1,TA,6,Typ,1,Unf,2,440.0,TA,TA,Y,260.0,147000.0,2177.0,35,3,0.0
698,751,70,RM,2500.0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,No,ALQ,Unf,GasA,1,4,1,Ex,7,Min2,1,Unf,1,164.0,Fa,Fa,Y,0.0,155000.0,2736.0,94,2,0.0
699,2897,20,RL,8049.0,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,2,1,TA,6,Typ,1,Fin,2,484.0,Gd,Gd,Y,0.0,180000.0,2648.0,16,3,148.0
701,2269,80,RL,9590.0,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,2,438.0,TA,TA,Y,160.0,187500.0,2014.0,4,3,22.0
702,891,80,RL,7200.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,Av,ALQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,1,352.0,TA,TA,Y,296.0,125000.0,2166.0,33,2,0.0
703,2863,50,RL,11500.0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,No,Rec,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,1,180.0,Fa,TA,Y,0.0,250000.0,3074.0,70,1,322.0
704,1298,30,RM,6756.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Mansard,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,No,Unf,Unf,GasA,0,2,1,TA,5,Typ,0,Unf,1,200.0,Fa,TA,P,0.0,78000.0,1380.0,98,1,96.0
706,1687,20,RL,12030.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,Fin,3,818.0,TA,TA,Y,168.0,318000.0,3388.0,0,2,228.0
707,2749,60,RL,9554.0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,8,Typ,1,RFn,2,471.0,TA,TA,Y,182.0,215000.0,2688.0,13,2,81.0
709,1029,20,RL,11361.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,478.0,TA,TA,Y,0.0,180000.0,2716.0,32,2,189.0
710,1581,20,RL,12416.0,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Fa,No,ALQ,LwQ,GasA,1,3,1,TA,7,Min2,1,Fin,2,616.0,TA,TA,Y,192.0,184000.0,3257.0,22,3,0.0
711,612,20,RL,9600.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,0,RFn,1,270.0,TA,TA,Y,224.0,124500.0,2082.0,50,2,88.0
712,139,90,RL,8267.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,4,2,TA,8,Typ,0,Unf,2,576.0,TA,TA,Y,42.0,135000.0,3208.0,52,2,0.0
713,1335,50,RM,6000.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,Gd,6,Typ,1,Unf,1,240.0,TA,TA,Y,0.0,164900.0,2653.0,68,1,11.0
714,2531,20,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,528.0,TA,TA,Y,0.0,140000.0,2328.0,37,1,0.0
715,681,20,RL,7350.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,RFn,1,294.0,TA,TA,Y,0.0,128000.0,2082.0,51,1,0.0
716,1383,85,RL,7703.0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,TA,CBlock,TA,Gd,ALQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,2,504.0,TA,TA,Y,311.0,153000.0,1484.0,30,1,0.0
717,1359,50,RM,4347.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,0,Unf,1,228.0,Fa,Fa,N,0.0,127500.0,2405.0,98,1,182.0
718,1226,20,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,BLQ,Rec,GasA,1,3,1,Gd,7,Typ,1,RFn,1,264.0,TA,TA,Y,0.0,141500.0,1909.0,58,2,192.0
720,1869,20,RL,9547.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,Gd,6,Typ,1,RFn,2,472.0,TA,TA,Y,190.0,188500.0,3188.0,14,2,80.0
721,2468,20,FV,7200.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,5,Typ,0,Fin,2,572.0,TA,TA,Y,0.0,185000.0,2524.0,0,2,120.0
723,719,70,RM,3600.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,Ex,5,Typ,1,Unf,1,280.0,TA,TA,N,0.0,119000.0,1912.0,92,2,103.0
724,405,160,RM,1680.0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,280.0,TA,TA,Y,0.0,112000.0,1932.0,38,2,0.0
725,2506,120,FV,3316.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,1,1,Gd,4,Typ,1,Fin,2,550.0,TA,TA,Y,0.0,197000.0,2494.0,1,2,84.0
727,1565,20,RL,13265.0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,2,RFn,3,857.0,TA,TA,Y,150.0,271000.0,3257.0,6,3,59.0
728,1727,120,RL,3242.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,1,RFn,2,478.0,TA,TA,Y,136.0,200000.0,2810.0,4,3,36.0
729,1661,80,RL,8991.0,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,Gable,CompShg,Plywood,Plywood,Stone,130.0,TA,TA,CBlock,TA,Gd,GLQ,Rec,GasA,1,3,1,Gd,5,Typ,1,Fin,2,585.0,TA,TA,Y,407.0,174000.0,2552.0,31,2,36.0
730,1967,20,RL,8000.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,BLQ,Rec,GasA,1,3,1,TA,6,Typ,2,Unf,1,351.0,TA,TA,Y,0.0,156500.0,2754.0,47,2,0.0
731,2267,60,RL,9303.0,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,0,Fin,2,422.0,TA,TA,Y,144.0,204000.0,2628.0,11,3,122.0
732,1389,20,RL,8544.0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,1,271.0,TA,TA,Y,0.0,149350.0,2456.0,42,1,65.0
733,2553,20,RL,11425.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,TA,4,Typ,1,RFn,1,275.0,TA,TA,Y,0.0,137000.0,2016.0,52,1,120.0
734,1459,60,RL,11404.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,TA,Av,ALQ,Unf,GasA,1,3,1,Gd,8,Typ,1,Fin,2,541.0,TA,TA,Y,192.0,222500.0,3184.0,10,2,84.0
735,1739,60,RL,8229.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,Gd,6,Typ,0,Fin,2,440.0,TA,TA,Y,100.0,166000.0,2256.0,0,2,32.0
738,1979,30,RM,3153.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,1,Unf,1,180.0,Fa,TA,N,0.0,99900.0,1934.0,87,1,26.0
739,1801,20,FV,11096.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,3,826.0,TA,TA,Y,0.0,249700.0,3312.0,1,2,146.0
740,931,20,RL,14000.0,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,Unf,1,300.0,TA,TA,Y,0.0,158500.0,2244.0,59,1,36.0
742,2899,20,RL,8098.0,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Wood,TA,Av,GLQ,BLQ,GasA,1,2,1,Gd,5,Typ,0,Unf,2,470.0,TA,TA,Y,0.0,202000.0,2784.0,6,3,173.0
743,2544,90,RL,8393.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,4,2,TA,8,Typ,0,Fin,2,588.0,TA,TA,Y,272.0,145000.0,3338.0,47,2,54.0
744,1386,90,RL,12900.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Av,GLQ,Unf,GasA,1,0,2,TA,6,Typ,0,Unf,2,400.0,Fa,TA,Y,120.0,108959.0,2456.0,39,3,0.0
745,315,20,RL,57200.0,IR1,Bnk,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Av,BLQ,Rec,GasA,1,3,1,TA,7,Min1,2,Unf,2,572.0,TA,TA,N,0.0,160000.0,2434.0,62,2,50.0
746,1932,90,RL,8078.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,260.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,4,2,TA,8,Typ,0,Unf,2,484.0,TA,TA,Y,0.0,128600.0,3120.0,49,2,0.0
747,1660,60,RL,12384.0,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,RFn,2,550.0,TA,TA,Y,0.0,197900.0,2728.0,31,2,365.0
748,2353,85,RL,9927.0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,252.0,Gd,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,2,1,TA,5,Typ,1,RFn,2,596.0,TA,TA,Y,444.0,172000.0,2130.0,30,2,40.0
749,2139,20,RL,16300.0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Av,Rec,BLQ,GasA,1,3,1,TA,5,Typ,0,RFn,1,308.0,TA,TA,Y,0.0,130000.0,1783.0,30,2,0.0
750,1585,20,RL,7915.0,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,435.0,TA,TA,Y,165.0,195000.0,3341.0,9,3,52.0
751,1602,20,RL,21750.0,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,4,Typ,0,RFn,2,520.0,TA,TA,N,0.0,113000.0,1976.0,54,1,0.0
752,2888,20,RL,9116.0,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,2,490.0,TA,TA,Y,120.0,209000.0,2982.0,5,2,100.0
753,965,80,RL,14419.0,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,310.0,TA,TA,PConc,TA,Gd,GLQ,ALQ,GasA,1,3,1,Gd,7,Min1,1,Fin,2,578.0,TA,TA,Y,224.0,213500.0,3124.0,22,4,238.0
754,645,20,RL,13070.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,2,480.0,TA,TA,Y,0.0,126000.0,1743.0,58,1,255.0
755,789,20,RL,9855.0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,2,480.0,TA,TA,Y,0.0,127500.0,3125.0,53,1,0.0
757,1264,20,RL,10920.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,TA,5,Typ,1,RFn,1,352.0,TA,TA,Y,0.0,157000.0,2506.0,48,2,389.0
758,1972,20,RL,6600.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,ALQ,BLQ,GasA,1,2,1,TA,5,Typ,0,Unf,1,294.0,TA,TA,Y,58.0,125500.0,1728.0,45,1,0.0
759,1481,60,RL,8199.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,410.0,TA,TA,Y,36.0,189000.0,2184.0,3,3,18.0
